Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts076,ts0760022,Total: All usual residents aged 3 years and over: Aged 20 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36918,172
ts076,ts0760023,Total: All usual residents aged 3 years and over: Aged 21 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37800,172
ts076,ts0760024,Total: All usual residents aged 3 years and over: Aged 22 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37853,172
ts076,ts0760025,Total: All usual residents aged 3 years and over: Aged 23 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37409,172
ts076,ts0760026,Total: All usual residents aged 3 years and over: Aged 24 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37695,172
ts076,ts0760027,Total: All usual residents aged 3 years and over: Aged 25 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36043,172
ts076,ts0760028,Total: All usual residents aged 3 years and over: Aged 26 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36675,172
ts076,ts0760029,Total: All usual residents aged 3 years and over: Aged 27 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37240,172
ts076,ts0760030,Total: All usual residents aged 3 years and over: Aged 28 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37667,172
ts076,ts0760031,Total: All usual residents aged 3 years and over: Aged 29 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38833,172
ts076,ts0760032,Total: All usual residents aged 3 years and over: Aged 30 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40035,172
ts076,ts0760033,Total: All usual residents aged 3 years and over: Aged 31 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38647,172
ts076,ts0760034,Total: All usual residents aged 3 years and over: Aged 32 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39242,172
ts076,ts0760035,Total: All usual residents aged 3 years and over: Aged 33 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39341,172
ts076,ts0760036,Total: All usual residents aged 3 years and over: Aged 34 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38950,172
ts076,ts0760037,Total: All usual residents aged 3 years and over: Aged 35 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37940,172
ts076,ts0760038,Total: All usual residents aged 3 years and over: Aged 36 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37855,172
ts076,ts0760039,Total: All usual residents aged 3 years and over: Aged 37 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36837,172
ts076,ts0760040,Total: All usual residents aged 3 years and over: Aged 38 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36862,172
ts076,ts0760041,Total: All usual residents aged 3 years and over: Aged 39 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36737,172
ts076,ts0760042,Total: All usual residents aged 3 years and over: Aged 40 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37767,172
ts076,ts0760043,Total: All usual residents aged 3 years and over: Aged 41 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37161,172
ts076,ts0760044,Total: All usual residents aged 3 years and over: Aged 42 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34610,172
ts076,ts0760045,Total: All usual residents aged 3 years and over: Aged 43 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32685,172
ts076,ts0760046,Total: All usual residents aged 3 years and over: Aged 44 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33127,172
ts076,ts0760047,Total: All usual residents aged 3 years and over: Aged 45 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33716,172
ts076,ts0760048,Total: All usual residents aged 3 years and over: Aged 46 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35269,172
ts076,ts0760049,Total: All usual residents aged 3 years and over: Aged 47 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36325,172
ts076,ts0760050,Total: All usual residents aged 3 years and over: Aged 48 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38994,172
ts076,ts0760051,Total: All usual residents aged 3 years and over: Aged 49 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41773,172
ts076,ts0760052,Total: All usual residents aged 3 years and over: Aged 50 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42781,172
ts076,ts0760053,Total: All usual residents aged 3 years and over: Aged 51 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42252,172
ts076,ts0760054,Total: All usual residents aged 3 years and over: Aged 52 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43587,172
ts076,ts0760055,Total: All usual residents aged 3 years and over: Aged 53 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42985,172
ts076,ts0760056,Total: All usual residents aged 3 years and over: Aged 54 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44075,172
ts076,ts0760057,Total: All usual residents aged 3 years and over: Aged 55 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44656,172
ts076,ts0760058,Total: All usual residents aged 3 years and over: Aged 56 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45645,172
ts076,ts0760059,Total: All usual residents aged 3 years and over: Aged 57 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45163,172
ts076,ts0760060,Total: All usual residents aged 3 years and over: Aged 58 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44244,172
ts076,ts0760061,Total: All usual residents aged 3 years and over: Aged 59 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42962,172
ts076,ts0760062,Total: All usual residents aged 3 years and over: Aged 60 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42011,172
ts076,ts0760063,Total: All usual residents aged 3 years and over: Aged 61 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40571,172
ts076,ts0760064,Total: All usual residents aged 3 years and over: Aged 62 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39941,172
